Assuming rdf:type as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 272115 facts in 1.80 s using 788 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?g  /base/aareas/schema/administrative_area/administrative_parent  ?a  ?g  /base/biblioness/bibs_location/country  ?b   => ?a  /location/administrative_division/country  ?b	0.049222798	0.316666667	0.791666667	19	60	24	?a
?h  /base/biblioness/bibs_location/state  ?a  ?b  /location/location/contains  ?h   => ?a  /location/administrative_division/country  ?b	0.163212435	0.229090909	0.286363636	63	275	220	?a
?a  /location/location/contains  ?h  ?b  /location/location/contains  ?h   => ?a  /location/administrative_division/country  ?b	0.474093264	0.053697183	0.211560694	183	3408	865	?a
?a  /base/aareas/schema/administrative_area/administrative_parent  ?h  ?h  /base/biblioness/bibs_location/country  ?b   => ?a  /location/administrative_division/country  ?b	0.046632124	0.144	0.642857143	18	125	28	?a
?h  /location/administrative_division/first_level_division_of  ?b  ?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h   => ?a  /location/administrative_division/country  ?b	0.20984456	0.543624161	0.84375	81	149	96	?a
?h  /base/aareas/schema/administrative_area/administrative_parent  ?a  ?b  /location/country/second_level_divisions  ?h   => ?a  /location/administrative_division/country  ?b	0.07253886	0.571428571	0.8	28	49	35	?a
?b  /location/country/second_level_divisions  ?h  ?h  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a   => ?a  /location/administrative_division/country  ?b	0.033678756	0.040372671	0.866666667	13	322	15	?a
?g  /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office  ?a  ?g  /people/person/nationality  ?b   => ?a  /location/administrative_division/country  ?b	0.028497409	0.229166667	0.916666667	11	48	12	?a
?g  /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office  ?a  ?g  /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office  ?b   => ?a  /location/administrative_division/country  ?b	0.020725389	0.027491409	0.123076923	8	291	65	?a
?g  /people/person/nationality  ?b  ?g  /people/person/spouse_s./people/marriage/location_of_ceremony  ?a   => ?a  /location/administrative_division/country  ?b	0.038860104	0.096153846	0.405405405	15	156	37	?a
?g  /location/administrative_division/country  ?b  ?g  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a   => ?a  /location/administrative_division/country  ?b	0.264248705	0.528497409	0.842975207	102	193	121	?a
?g  /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office  ?b  ?g  /people/person/places_lived./people/place_lived/location  ?a   => ?a  /location/administrative_division/country  ?b	0.038860104	0.168539326	0.517241379	15	89	29	?a
?h  /base/aareas/schema/administrative_area/administrative_parent  ?b  ?a  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?h   => ?a  /location/administrative_division/country  ?b	0.012953368	0.046728972	0.625	5	107	8	?a
?g  /people/person/nationality  ?b  ?g  /people/person/place_of_birth  ?a   => ?a  /location/administrative_division/country  ?b	0.163212435	0.074821853	0.45	63	842	140	?a
?g  /location/administrative_division/first_level_division_of  ?b  ?g  /location/country/second_level_divisions  ?a   => ?a  /location/administrative_division/country  ?b	0.082901554	0.524590164	0.914285714	32	61	35	?a
?g  /people/person/nationality  ?b  ?g  /people/person/places_lived./people/place_lived/location  ?a   => ?a  /location/administrative_division/country  ?b	0.295336788	0.098106713	0.394463668	114	1162	289	?a
?g  /film/film/featured_film_locations  ?a  ?g  /film/film/runtime./film/film_cut/film_release_region  ?b   => ?a  /location/administrative_division/country  ?b	0.018134715	0.092105263	0.411764706	7	76	17	?a
?g  /people/deceased_person/place_of_death  ?a  ?g  /people/person/nationality  ?b   => ?a  /location/administrative_division/country  ?b	0.054404145	0.075539568	0.446808511	21	278	47	?a
?g  /organization/organization/headquarters./location/mailing_address/country  ?b  ?g  /organization/organization/headquarters./location/mailing_address/state_province_region  ?a   => ?a  /location/administrative_division/country  ?b	0.062176166	0.8	1	24	30	24	?a
?g  /base/biblioness/bibs_location/country  ?b  ?g  /location/hud_county_place/place  ?a   => ?a  /location/administrative_division/country  ?b	0.010362694	0.022222222	1	4	180	4	?a
?g  /base/aareas/schema/administrative_area/capital  ?a  ?g  /location/administrative_division/first_level_division_of  ?b   => ?a  /location/administrative_division/country  ?b	0.012953368	0.079365079	1	5	63	5	?a
?b  /base/aareas/schema/administrative_area/capital  ?a  ?b  /location/location/contains  ?a   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.031088083	0.166666667	1	18	108	18	?a
?g  /location/administrative_division/first_level_division_of  ?b  ?g  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a   => ?a  /location/administrative_division/country  ?b	0.191709845	0.5	0.813186813	74	148	91	?a
?g  /film/film/film_festivals  ?a  ?g  /film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue  ?b   => ?a  /time/event/instance_of_recurring_event  ?b	0.055045872	0.072289157	0.375	6	83	16	?a
?g  /film/film/country  ?b  ?g  /film/film/featured_film_locations  ?a   => ?a  /location/administrative_division/country  ?b	0.077720207	0.058708415	0.236220472	30	511	127	?a
?a  /base/biblioness/bibs_location/country  ?b  ?b  /location/country/capital  ?a   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.022452504	0.228070175	1	13	57	13	?a
?b  /location/country/capital  ?a  ?b  /location/location/contains  ?a   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.027633851	0.195121951	0.941176471	16	82	17	?a
?h  /base/aareas/schema/administrative_area/administrative_parent  ?a  ?b  /location/location/contains  ?h   => ?a  /location/administrative_division/country  ?b	0.134715026	0.187725632	0.388059701	52	277	134	?a
?h  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?a  ?b  /location/location/contains  ?h   => ?a  /location/administrative_division/country  ?b	0.21761658	0.138157895	0.417910448	84	608	201	?a
?g  /base/biblioness/bibs_location/country  ?b  ?g  /location/location/contains  ?a   => ?a  /location/administrative_division/country  ?b	0.069948187	0.018157364	0.574468085	27	1487	47	?a
?g  /location/administrative_division/first_level_division_of  ?b  ?g  /location/location/contains  ?a   => ?a  /location/administrative_division/country  ?b	0.186528497	0.050704225	0.87804878	72	1420	82	?a
?g  /people/person/nationality  ?a  ?g  /people/person/nationality  ?b   => ?a  /location/administrative_division/country  ?b	0.010362694	0.010526316	0.142857143	4	380	28	?a
?a  /base/biblioness/bibs_location/country  ?b  ?a  /location/administrative_division/country  ?b   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.113989637	0.511627907	0.814814815	66	129	81	?a
?h  /dataworld/gardening_hint/split_to  ?b  ?a  /location/administrative_division/country  ?h   => ?a  /location/administrative_division/country  ?b	0.126943005	0.690140845	0.690140845	49	71	71	?a
?a  /base/aareas/schema/administrative_area/capital  ?h  ?h  /base/biblioness/bibs_location/country  ?b   => ?a  /location/administrative_division/country  ?b	0.155440415	0.769230769	1	60	78	60	?a
?g  /organization/organization/headquarters./location/mailing_address/citytown  ?a  ?g  /organization/organization/headquarters./location/mailing_address/country  ?b   => ?a  /location/administrative_division/country  ?b	0.012953368	0.05952381	0.555555556	5	84	9	?a
?a  /base/aareas/schema/administrative_area/administrative_parent  ?h  ?b  /dataworld/gardening_hint/split_to  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.065630397	0.527777778	0.527777778	38	72	72	?a
?g  /award/award_category/category_of  ?b  ?g  /award/award_category/winners./award/award_honor/ceremony  ?a   => ?a  /time/event/instance_of_recurring_event  ?b	0.71559633	0.838709677	1	78	93	78	?a
?b  /dataworld/gardening_hint/split_to  ?h  ?a  /location/administrative_division/first_level_division_of  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.053540587	0.46969697	0.632653061	31	66	49	?a
?b  /dataworld/gardening_hint/split_to  ?h  ?a  /location/administrative_division/country  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.058721934	0.106918239	0.215189873	34	318	158	?a
?a  /base/biblioness/bibs_location/country  ?h  ?b  /dataworld/gardening_hint/split_to  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.063903282	0.075975359	0.336363636	37	487	110	?a
?a  /location/administrative_division/country  ?b  ?b  /location/country/capital  ?a   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.02417962	0.5	1	14	28	14	?a
?h  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?a  ?b  /location/country/second_level_divisions  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.01208981	0.5	0.7	7	14	10	?a
?h  /base/aareas/schema/administrative_area/administrative_parent  ?a  ?b  /location/country/second_level_divisions  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.050086356	0.591836735	0.878787879	29	49	33	?a
?b  /dataworld/gardening_hint/split_to  ?h  ?h  /location/location/contains  ?a   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.069084629	0.021186441	0.136518771	40	1888	293	?a
?h  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?a  ?b  /location/location/contains  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.148531952	0.141447368	0.415458937	86	608	207	?a
?b  /location/location/contains  ?h  ?h  /organization/organization/headquarters./location/mailing_address/state_province_region  ?a   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.110535406	0.151658768	0.223776224	64	422	286	?a
?b  /location/country/second_level_divisions  ?h  ?a  /location/location/contains  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.091537133	0.464912281	0.85483871	53	114	62	?a
?h  /base/biblioness/bibs_location/state  ?a  ?b  /location/location/contains  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.082901554	0.174545455	0.252631579	48	275	190	?a
?h  /base/aareas/schema/administrative_area/administrative_parent  ?a  ?b  /location/location/contains  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.077720207	0.162454874	0.296052632	45	277	152	?a
?h  /location/hud_county_place/county  ?a  ?b  /location/location/contains  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.013816926	0.017391304	0.307692308	8	460	26	?a
?h  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a  ?b  /location/location/contains  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.255613126	0.103714085	0.26056338	148	1427	568	?a
?b  /location/location/contains  ?h  ?h  /organization/organization/headquarters./location/mailing_address/citytown  ?a   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.034542314	0.03030303	0.273972603	20	660	73	?a
?b  /location/location/contains  ?h  ?a  /location/location/partially_contains  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.03626943	0.221052632	0.355932203	21	95	59	?a
?a  /base/aareas/schema/administrative_area/capital  ?h  ?b  /location/location/contains  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.134715026	0.291044776	0.397959184	78	268	196	?a
?b  /location/location/contains  ?h  ?a  /location/us_county/county_seat  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.018998273	0.028947368	0.392857143	11	380	28	?a
?h  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b  ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.207253886	0.197368421	0.247933884	120	608	484	?a
?h  /location/administrative_division/country  ?b  ?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.158894646	0.469387755	0.736	92	196	125	?a
?h  /location/administrative_division/first_level_division_of  ?b  ?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.134715026	0.523489933	0.772277228	78	149	101	?a
?h  /base/aareas/schema/administrative_area/administrative_parent  ?b  ?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.438687392	0.574660633	0.858108108	254	442	296	?a
?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h  ?b  /location/location/contains  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.274611399	0.110647182	0.274611399	159	1437	579	?a
?a  /base/biblioness/bibs_location/country  ?h  ?h  /dataworld/gardening_hint/split_to  ?b   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.056994819	0.100917431	0.717391304	33	327	46	?a
?a  /location/location/contains  ?h  ?h  /organization/organization/headquarters./location/mailing_address/country  ?b   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.03626943	0.2625	0.954545455	21	80	22	?a
?a  /location/location/contains  ?h  ?b  /location/location/contains  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.279792746	0.047535211	0.147272727	162	3408	1100	?a
?h  /location/administrative_division/country  ?b  ?a  /location/location/contains  ?h   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.032815199	0.123376623	0.296875	19	154	64	?a
